movie_id,title,original_title,overview,release_date,original_language,vote_average,vote_count
21634,Prayers for Bobby,Prayers for Bobby,"Bobby Griffith was his mother's favorite son, the perfect all-American boy growing up under deeply religious influences in Walnut Creek, California. Bobby was also gay. Struggling with a conflict no one knew of much less understood Bobby finally came out to his family.",2/27/09,en,7.9,213
398924,A Bag of Marbles,Un sac de billes,"In occupied France, Maurice and Joseph, two young Jewish brothers left to their own devices demonstrate an incredible amount of cleverness, courage, and ingenuity to escape the enemy invasion and to try to reunite their family once again.",1/18/17,fr,7.9,404
414419,Kill Bill: The Whole Bloody Affair,Kill Bill: The Whole Bloody Affair,"Kill Bill: The Whole Bloody Affair is a complete edit of the two-part martial arts action films Kill Bill: Vol. 1 and Kill Bill: Vol. 2. The film was originally scheduled to be released as one part. However, due to the film's over 4 hour running time, it was split into two parts.",3/28/11,en,7.9,345
24,Kill Bill: Vol. 1,Kill Bill: Vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",10/10/03,en,7.9,9094
142061,"Batman: The Dark Knight Returns, Part 2","Batman: The Dark Knight Returns, Part 2",Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.,1/18/13,en,7.9,674
223,Rebecca,Rebecca,"Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.",4/12/40,en,7.9,622
49687,Marriage Italian Style,Matrimonio all'italiana,"In Naples, in the Second World War, the wolf businessman Domenico Soriano meets the seventeen years old whore Filumena Marturano in a brothel during an allied bombing. Two years later, in the post-war, they meet each other by chance and begin a long affair. For twenty-two years, Filumena is his mistress and administrates his shops in Naples while Domenico is traveling. When Domenico decides to marry the young cashier of his bakery, Filumena lures him as if she were near to death and he marries her. Later he annuls their matrimony, and she tells him that she has three sons that she raised secretly, one of them is his legitimate son but she does not disclose his identity. The middle-age Domenico uses the most different subterfuges trying to find which teenager might be his son.",12/18/64,it,7.9,158
8327,The Holy Mountain,La montaña sagrada,"A Mexican master leads a Christ figure and other disciples to a mountain of immortal wise men.  The scandal of the 1973 Cannes Film Festival, writer/director Alejandro Jodorowsky's flood of sacrilegious imagery and existential symbolism in The Holy Mountain is a spiritual quest for enlightenment pitting illusion against truth. The Alchemist (Jodorowsky) assembles together a group of people from all walks of life to represent the planets in the solar system. The occult adept's intention is to put his recruits through strange mystical rites and divest them of their worldly baggage before embarking on a trip to Lotus Island. There they ascend the Holy Mountain to displace the immortal gods who secretly rule the universe.",5/1/73,es,7.9,306
70,Million Dollar Baby,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",12/15/04,en,7.9,4719
118340,Guardians of the Galaxy,Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",7/30/14,en,7.9,17318
20722,La Maison en Petits Cubes,つみきのいえ,La Maison en Petits Cubes tells the story of a grandfather's memories as he adds more blocks to his house to stem the flooding waters.,2/14/09,ja,7.9,233
1675,Day for Night,La Nuit américaine,"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.",5/24/73,fr,7.9,206
280,Terminator 2: Judgment Day,Terminator 2: Judgment Day,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",7/3/91,en,7.9,6538
400928,Gifted,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",4/12/17,en,7.9,1948
337960,Holding the Man,Holding the Man,"In the 1970s, a young Australian boy, Timothy, finds himself confused. He falls for the captain of the football team. What follows shows all aspects of a relationship, regardless of gender or sexual preference. Conflict, temptation, and a huge burden which will affect every aspect of their lives.",8/27/15,en,7.9,245
33,Unforgiven,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",8/7/92,en,7.9,1894
348892,Bajrangi Bhaijaan,बजरंगी भाईजान,A young mute girl from Pakistan loses herself in India with no way to head back. A devoted man with a magnanimous spirit undertakes the task to get her back to her motherland and unite her with her family.,7/17/15,hi,7.9,228
33320,Millennium Actress,千年女優,"Documentary filmmaker Genya Tachibana has tracked down the legendary actress Chiyoko Fujiwara, who mysteriously vanished at the height of her career. When he presents her with a key she had lost and thought was gone forever, the filmmaker could not have imagined that it would not only unlock the long-held secrets of Chiyoko’s life... but also his own.",9/14/02,ja,7.9,243
20453,3 Idiots,3 Idiots,"In the tradition of “Ferris Bueller’s Day Off” comes this refreshing comedy about a rebellious prankster with a crafty mind and a heart of gold. Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's sexy daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.",12/23/09,hi,7.9,1175
593,Solaris,Солярис,A psychologist is sent to a space station orbiting a planet called Solaris to investigate the death of a doctor and the mental problems of cosmonauts on the station. He soon discovers that the water on the planet is a type of brain which brings out repressed memories and obsessions.,3/20/72,ru,7.9,643
194,Amélie,Le Fabuleux Destin d'Amélie Poulain,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",4/25/01,fr,7.9,6112
862,Toy Story,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",10/30/95,en,7.9,9889
25606,White Collar Blues,Fantozzi,"Based on Paolo Villaggio's books ""Fantozzi"" and ""Il secondo, tragico Fantozzi"", which are popular in Italy, this film tells the story of an unfortunate accountant's life over the course of one year, shown in a variety of sketches, segments and provocative sequences making Fantozzi a very unlucky person indeed.",3/27/75,it,7.9,367
