ID,Name,Gender,Birthday,Place of Birth
5402,Giulietta Masina,Female,1921-02-22,"San Giorgio di Piano, Italy"
5403,Richard Basehart,Male,1914-08-13,"Zanesville, Ohio, U.S."
5404,Aldo Silvani,Male,1891-01-21,"Turin, Italy"
13709,Nikolay Burlyaev,Male,1946-08-03,"Moscow, USSR [now Russia]"
1190992,Nikolay Grinko,Male,1920-05-22,"Kherson, USSR (Ukraine)"
13708,Irma Raush,Female,1938-04-21,"Saratov, Russia"
69310,Ricardo Darín,Male,1957-01-16,"Buenos Aires, Argentina"
93647,Soledad Villamil,Female,1969-06-19,"La Plata, Argentina"
93648,Pablo Rago,Male,1972-09-24,Buenos Aires
93650,Guillermo Francella,Male,1955-02-14,"Villa del Parque, Buenos Aires"
1739118,Saara Chaudry,Female,2004-06-07,"Toronto, Canada"
514,Jack Nicholson,Male,1937-04-22,"Manhattan, New York, USA"
6450,Faye Dunaway,Female,1941-01-14,"Bascom, Florida, USA"
6593,John Huston,Male,1906-08-05,"Nevada, Missouri, USA"
12295,Perry Lopez,Male,1929-07-22,"New York City, USA"
12296,John Hillerman,Male,1932-12-20,"Denison, Texas, USA"
854,James Stewart,Male,1908-05-20,"Indiana, Pennsylvania, USA"
855,Lee Remick,Female,1935-12-14,"Quincy, Massachusetts, USA"
856,Ben Gazzara,Male,1930-08-28,"New York City, New York, USA"
857,Arthur O'Connell,Male,1908-03-29,"New York City, New York, U.S."
860,Eve Arden,Female,1908-04-30,"Mill Valley, California, U.S."
190,Clint Eastwood,Male,1930-05-31,"San Francisco, California, USA"
74308,Christopher Carley,Male,1978-05-31,"Suffern, New York, USA"
74309,Bee Vang,Male,1991-11-04,"Fresno, California, USA"
74312,Ahney Her,Female,1992-01-01,"Lansing, Michigan, USA"
10138,Brian Haley,Male,1963-02-12,"Seattle, Washington, USA"
56843,Valerio Mastandrea,Male,1972-02-14,"Garbatella, Rome, Lazio, Italy"
120832,Kasia Smutniak,Female,1979-08-13,"Pila, Wielkopolskie, Poland"
146464,Marco Giallini,Male,1963-04-04,"Rome, Italy"
128748,Alba Rohrwacher,Female,1979-02-27,"Florence, Italy"
586953,Anna Foglietta,Female,1979-04-03,"Rome, Italy"
1680,Mami Koyama,Female,1955-01-17,"Nishio, Aichi Prefecture, Japan"
1681,Tesshou Genda,Male,1948-05-20,"Okayama Prefecture, Japan"
16828,Chris Evans,Male,1981-06-13,"Sudbury, Massachusetts, USA"
1172108,Mckenna Grace,Female,2006-06-25,"Dallas, Texas, USA"
30083,Lindsay Duncan,Female,1950-11-07,"Edinburgh, Scotland, UK"
213001,Jenny Slate,Female,1982-03-25,"Milton, Massachusetts, USA"
6944,Octavia Spencer,Female,1972-05-25,"Montgomery, Alabama, USA"
139,Uma Thurman,Female,1970-04-29,"Boston, Massachusetts, USA"
140,Lucy Liu,Female,1968-12-02,"Queens, New York, USA"
2535,Vivica A. Fox,Female,1964-07-30,"South Bend, Indiana, USA"
589,Daryl Hannah,Female,1960-12-03,"Chicago, Illinois, USA"
141,David Carradine,Male,1936-12-08,"Hollywood, Los Angeles, California, USA"
380,Robert De Niro,Male,1943-08-17,"Greenwich Village, New York City, New York, USA"
4517,Joe Pesci,Male,1943-02-09,"Newark, New Jersey, USA"
14702,Cathy Moriarty,Female,1960-11-29,"The Bronx, New York, USA"
7164,Frank Vincent,Male,1939-08-04,"North Adams, Massachusetts, USA"
27811,Peter Weller,Male,1947-06-24,"Stevens Point, Wisconsin, USA"
42160,Ariel Winter,Female,1998-01-28,"Los Angeles, California, USA"
56930,David Selby,Male,1941-02-05,"Morgantown, West Virginia, USA"
2136,Michael Emerson,Male,1954-09-07,"Cedar Rapids, Iowa, USA"
190,Clint Eastwood,Male,1930-05-31,"San Francisco, California, USA"
193,Gene Hackman,Male,1930-01-30,"San Bernardino, California, USA"
192,Morgan Freeman,Male,1937-06-01,"Memphis, Tennessee, USA"
194,Richard Harris,Male,1930-10-01,"Limerick City, Munster, Ireland"
3710,Jaimz Woolvett,Male,1967-04-14,"Hamilton, Ontario, Canada"
34923,Atsuko Tanaka,Female,1962-11-14,"Maebashi, Gunma Prefecture, Japan"
40451,Akio Otsuka,Male,1959-11-24,"Tokyo Prefecture, Japan"
20664,Kouichi Yamadera,Male,1961-06-17,"Shiogama, Miyagi Prefecture, Japan"
8487,Gregory Peck,Male,1916-04-05,"La Jolla, California, USA"
1932,Audrey Hepburn,Female,1929-05-04,"Ixelles, Belgium"
11998,Eddie Albert,Male,1906-04-22,"Rock Island, Illinois, U.S."
11999,Hartley Power,Male,1894-03-14,"New York City, New York"
3359,Laurence Olivier,Male,1907-05-22,"Dorking, Surrey, England, UK"
3360,Joan Fontaine,Female,1917-10-22,"Tokyo, Japan"
3361,George Sanders,Male,1906-07-03,"St. Petersburg, Russian Empire [now Russia]"
3362,Judith Anderson,Female,1897-02-10,"Adelaide, South Australia, Australia"
3363,Nigel Bruce,Male,1895-02-04,"Ensenada, Baja California, Mexico"
3460,Gene Wilder,Male,1933-06-11,"Milwaukee, Wisconsin, USA"
1039,Peter Boyle,Male,1935-10-18,"Norristown, Pennsylvania, USA"
29802,Marty Feldman,Male,1933-07-08,"London , England , UK"
29803,Madeline Kahn,Female,1942-09-29,New York City - New York - USA
9599,Cloris Leachman,Female,1926-04-30,"Des Moines, Iowa, USA"
10980,Daniel Radcliffe,Male,1989-07-23,"Hammersmith, London, England, UK"
10989,Rupert Grint,Male,1988-08-24,"Harlow, Essex, England, UK"
10990,Emma Watson,Female,1990-04-15,"Paris, France"
64,Gary Oldman,Male,1958-03-21,"New Cross, London, England, UK"
11207,David Thewlis,Male,1963-03-20,"Blackpool, Lancashire, England, UK"
139,Uma Thurman,Female,1970-04-29,"Boston, Massachusetts, USA"
140,Lucy Liu,Female,1968-12-02,"Queens, New York, USA"
2535,Vivica A. Fox,Female,1964-07-30,"South Bend, Indiana, USA"
589,Daryl Hannah,Female,1960-12-03,"Chicago, Illinois, USA"
141,David Carradine,Male,1936-12-08,"Hollywood, Los Angeles, California, USA"
529,Guy Pearce,Male,1967-10-05,"Ely, Cambridgeshire, England, UK"
235416,Sarah Snook,Female,1987-01-01,Adelaide - South Australia - Australia
57829,Anthony LaPaglia,Male,1959-01-31,"Adelaide, Australia"
267962,Emmanuelle Riva,Female,1927-02-24,"Cheniménil, France"
25466,Eiji Okada,Male,1920-06-13,"Chōshi, Chiba, Japan"
44021,Pierre Barbaud,Male,1911-10-10,"Saint-Eugène, Algiers, Algeria"
24422,Bernard Fresson,Male,1931-05-27,"Reims, Marne, France"
7569,Harriet Andersson,Female,1932-02-14,"Stockholm, Sweden"
8742,Ingrid Thulin,Female,1926-01-27,"Sollefteå, Västernorrlands län, Sweden"
11916,Liv Ullmann,Female,1938-12-16,"Tokyo, Japan"
38127,Erland Josephson,Male,1923-06-15,"Stockholm, Stockholms län, Sweden"
73457,Chris Pratt,Male,1979-06-21,"Virginia, Minnesota, USA"
8691,Zoe Saldana,Female,1978-06-19,"Passaic, New Jersey, USA"
543530,Dave Bautista,Male,1969-01-18,Washington - District of Columbia - USA
12835,Vin Diesel,Male,1967-07-18,"Alameda County, California, USA"
51329,Bradley Cooper,Male,1975-01-05,"Philadelphia, Pennsylvania, USA"
2440,Bill Nighy,Male,1949-12-12,"Surrey, England, UK"
11356,Imelda Staunton,Female,1956-01-09,"London, United Kingdom"
17287,Dominic West,Male,1969-10-15,"Sheffield, Yorkshire, England, UK"
14887,Paddy Considine,Male,1974-09-05,"Buton-on-Trent, Staffordshire, England, UK"
125660,Andrew Scott,Male,1976-10-21,"Dublin, Ireland"
2405,Audrey Tautou,Female,1976-08-09,"Beaumont, Puy-de-Dôme, France"
2406,Mathieu Kassovitz,Male,1967-08-03,"Paris, France"
2407,Rufus,Male,1942-12-19,"Riom, Puy-de-Dôme, France"
2408,Jamel Debbouze,Male,1975-06-18,"Trappes, Yvelines, Ile-de France, France"
1654,Claire Maurier,Female,1929-03-27,"Ceret, France"
240240,Leila Hatami,Female,1972-10-01,Tehran - Iran
559566,Payman Maadi,Male,1970-07-30,"New York, New York City, USA"
190,Clint Eastwood,Male,1930-05-31,"San Francisco, California, USA"
448,Hilary Swank,Female,1974-07-30,"Lincoln, Nebraska, USA"
192,Morgan Freeman,Male,1937-06-01,"Memphis, Tennessee, USA"
449,Jay Baruchel,Male,1982-04-09,"Ottawa, Ontario, Canada"
450,Mike Colter,Male,1976-08-26,"Columbia, South Carolina, USA"
47,Björk,Female,1965-11-21,"Reykjavík, Iceland"
50,Catherine Deneuve,Female,1943-10-22,"Paris, France"
52,David Morse,Male,1953-10-11,"Hamilton, Massachusetts, USA"
53,Peter Stormare,Male,1953-08-27,"Arbrå, Gävleborgs län, Sweden"
6748,Joel Grey,Male,1932-04-11,Cleveland - Ohio - USA
37131,Bourvil,Male,1917-07-27,"Prétot-Vicquemare, Seine-Inférieure [now Seine-Maritime], France"
11187,Louis de Funès,Male,1914-07-31,"Courbevoie, Hauts-de-Seine, France"
29427,Terry-Thomas,Male,1911-07-14,"Finchley, London, England, UK"
19613,Mike Marshall,Male,1944-09-13,"Hollywood, Los Angeles, California, USA"
56198,Ari Folman,Male,1962-12-17,"Israel Haifa, Israel"
31070,Ryan O'Neal,Male,1941-04-20,"Los Angeles, California, USA"
68890,Tatum O'Neal,Female,1963-11-05,"Los Angeles, California, USA"
29803,Madeline Kahn,Female,1942-09-29,New York City - New York - USA
12296,John Hillerman,Male,1932-12-20,"Denison, Texas, USA"
14061,Jacqueline Bisset,Female,1944-09-13,"Weybridge, Surrey, England, UK"
1653,Jean-Pierre Léaud,Male,1944-05-28,"Paris, France"
18766,Jean-Pierre Aumont,Male,1911-01-05,"Paris, France"
24499,Valentina Cortese,Female,1923-01-01,"Milan, Lombardy, Italy"
31,Tom Hanks,Male,1956-07-09,"Concord, California, USA"
12898,Tim Allen,Male,1953-06-13,"Denver, Colorado, USA"
7167,Don Rickles,Male,1926-05-08,"Queens, New York, U.S."
12900,Wallace Shawn,Male,1943-11-12,"New York City, New York, USA"
21658,Ryoko Hirosue,Female,1980-07-18,"Kochi, Japan"
70626,Tsutomu Yamazaki,Male,1936-12-02,"Matsudo, Chiba Prefecture, Japan"
509344,Luca Marinelli,Male,1984-10-22,"Rome, Italy"
1395660,Alessandro Borghi,Male,1986-01-01,"Rome, Latium, Italy"
1100,Arnold Schwarzenegger,Male,1947-07-30,"Thal, Styria, Austria"
2713,Linda Hamilton,Female,1956-09-26,"Salisbury, Maryland, USA"
418,Robert Patrick,Male,1958-11-05,Marietta - Georgia - USA
820,Edward Furlong,Male,1977-08-02,"Glendale, California, USA"
75027,Michael Edwards,Male,1944-09-24,"Castro Valley, California, USA"
20710,Chiara Mastroianni,Female,1972-05-28,"Paris, France"
236016,Danielle Darrieux,Female,1917-05-01,"Bordeaux, Gironde, France"
50,Catherine Deneuve,Female,1943-10-22,"Paris, France"
10917,Simon Abkarian,Male,1962-03-05,"Gonesse, Val d'Oise, France"
4818,Roberto Benigni,Male,1952-10-27,"Manciano La Misericordia, Castiglion Fiorentino, Arezzo, Italia"
41342,Iris Peynado,Female,1958-06-10,"Santo Domingo, Dominican Republic"
122023,Carlo Monni,Male,1943-10-23,"Campi Bisenzio, Tuscany, Italy"
27433,Paolo Villaggio,Male,1932-12-31,"Genova, Liguria, Italy"
31614,Anna Mazzamauro,Female,1941-12-01,Roma
106346,Gigi Reder,Male,1928-03-25,"Napoli, Campania, Italy"
1190206,Donatas Banionis,Male,1924-04-28,"Kaunas, Lithuania"
8474,Jüri Järvet,Male,1919-06-18,"Tallinn, Estonia"
8475,Anatoliy Solonitsyn,Male,1934-08-30,"Bogorodsk, Gorkovskaya oblast, RSFSR, USSR"
1190992,Nikolay Grinko,Male,1920-05-22,"Kherson, USSR (Ukraine)"
880,Ben Affleck,Male,1972-08-15,"Berkeley, California, USA"
10882,Rosamund Pike,Female,1979-01-27,"Hammersmith, London, England, UK"
1308445,Carrie Coon,Female,1981-01-24,"Copley, Ohio, USA"
41686,Neil Patrick Harris,Male,1973-06-15,"Albuquerque, New Mexico, USA"
80602,Tyler Perry,Male,1969-09-13,"New Orleans, Louisiana, USA"
52763,Aamir Khan,Male,1965-03-14,"Mumbai, Maharashtra, India"
85519,R. Madhavan,Male,1970-06-01,"Jamshedpur, Jharkhand, India"
53674,Sharman Joshi,Male,1979-03-17,India
35779,Boman Irani,Male,1959-12-02,"Mumbai, Maharashtra, India"
116,Keira Knightley,Female,1985-03-26,"Teddington, London, England, UK"
15576,Matthew Macfadyen,Male,1974-10-17,"Great Yarmouth, Norfolk, England, UK"
10882,Rosamund Pike,Female,1979-01-27,"Hammersmith, London, England, UK"
55636,Donald Sutherland,Male,1935-07-17,"Saint John, New Brunswick, Canada"
14869,Margaret Sullavan,Female,1909-05-16,"Norfolk, Virginia, United States"
854,James Stewart,Male,1908-05-20,"Indiana, Pennsylvania, USA"
9067,Frank Morgan,Male,1890-06-01,"New York City, New York, USA"
24820,Joseph Schildkraut,Male,1896-03-22,"Vienna, Austria-Hungary [now Austria]"
85956,Sara Haden,Female,1898-11-17,"Galveston, Texas, USA"
30614,Ryan Gosling,Male,1980-11-12,"London, Ontario, Canada"
54693,Emma Stone,Female,1988-11-06,"Scottsdale, Arizona, USA"
113461,John Legend,Male,1978-12-28,"Springfield, Ohio, USA"
14892,Rosemarie DeWitt,Female,1971-10-26,"Flushing, Queens, New York, United States"
18999,J.K. Simmons,Male,1955-01-09,"Detroit, Michigan, USA"
68812,Ed Asner,Male,1929-11-15,"Kansas City, Missouri, USA"
80676,Jordan Nagai,Male,2000-02-05,"Los Angeles, California, USA"
290,Christopher Plummer,Male,1929-12-13,"Toronto, Ontario, Canada"
10,Bob Peterson,Male,1961-01-18,"Wooster, Ohio, USA"
18792,Delroy Lindo,Male,1952-11-18,"Eltham, London, England, UK"
25780,Pupella Maggio,Female,1910-04-24,"Naples, Italy"
8252,William Holden,Male,1918-04-17,"O'Fallon, Illinois, USA"
12248,Alec Guinness,Male,1914-04-02,"Marylebone, London, England, UK"
10018,Jack Hawkins,Male,1910-09-14,"Wood Green, London, England, UK"
12249,Sessue Hayakawa,Male,1889-06-10,"Nanaura, Chiba, Japan"
12250,James Donald,Male,1917-05-18,"Aberdeen, Aberdeenshire, Scotland, UK"
5763,Jacques Tati,Male,1907-10-09,"Le Pecq, Yvelines, France"
11856,Daniel Day-Lewis,Male,1957-04-29,"Greenwich, London, England, UK"
4935,Pete Postlethwaite,Male,1945-02-07,"Warrington, Cheshire, England, UK"
7056,Emma Thompson,Female,1959-04-15,"Paddington, London, England"
28743,John Lynch,Male,1961-12-26,Corrinshego - Newry - Northern Ireland - UK
13328,Corin Redgrave,Male,1939-07-16,"Marylebone, London, England"
4165,John Wayne,Male,1907-05-26,"Winterset, Iowa, USA"
4299,Dean Martin,Male,1917-06-07,"Steubenville, Ohio, USA"
4300,Ricky Nelson,Male,1940-05-08,"Teaneck, New Jersey, U.S."
4302,Walter Brennan,Male,1894-07-25,"Lynn, Massachusetts, USA"
4301,Angie Dickinson,Female,1931-09-30,"Kulm, North Dakota, USA"
217924,Satomi Kourogi,Female,1962-11-14,"Musashino, Tokyo Prefecture, Japan"
17419,Bryan Cranston,Male,1956-03-07,"San Fernando Valley, California, USA"
819,Edward Norton,Male,1969-08-18,"Boston, Massachusetts, USA"
12438,Bob Balaban,Male,1945-08-16,"Chicago, Illinois, USA"
1532,Bill Murray,Male,1950-09-21,"Wilmette, Illinois, USA"
37505,Silvia Pinal,Female,1931-09-12,"Guaymas, Sonora, Mexico"
9768,Francisco Rabal,Male,1926-03-08,"Águilas, Murcia, Región de Murcia, Spain"
14821,Fernando Rey,Male,1917-09-20,"A Coruña, Galicia, Spain"
16311,José Calvo,Male,1916-03-03,"Madrid, Spain"
15196,David Hemmings,Male,1941-11-18,"Guildford, Surrey, England, UK"
44959,Daria Nicolodi,Female,1950-06-19,"Florence, Italy"
80503,Gabriele Lavia,Male,1942-10-10,Milan
9766,Macha Méril,Female,1940-09-03,"Rabat, Morocco"
85648,Eros Pagni,Male,1939-08-28,"La Spezia, Italy"
3033,Wil Wheaton,Male,1972-07-29,"Burbank, California, USA"
741,River Phoenix,Male,1970-08-23,"Metolius, Oregon USA"
3034,Corey Feldman,Male,1971-07-16,"Chatsworth, California, USA"
3035,Jerry O'Connell,Male,1974-02-17,"New York City, New York, USA"
2628,Kiefer Sutherland,Male,1966-12-21,"Paddington, London, England, UK"
1229,Jeff Bridges,Male,1949-12-04,"Los Angeles, California, USA"
1230,John Goodman,Male,1952-06-20,"St. Louis, Missouri, USA"
884,Steve Buscemi,Male,1957-12-13,"New York City, New York, USA"
1231,Julianne Moore,Female,1960-12-03,"Fayetteville, North Carolina, USA"
1233,Philip Seymour Hoffman,Male,1967-07-23,Fairport - New York - USA
524,Natalie Portman,Female,1981-06-09,"Jerusalem, Israel"
1331,Hugo Weaving,Male,1960-04-04,"Ibadan, Nigeria"
9029,Stephen Rea,Male,1946-10-31,"Belfast, Northern Ireland, UK"
11275,Stephen Fry,Male,1957-08-24,"Hampstead, London, England, UK"
5049,John Hurt,Male,1940-01-22,"Shirebrook, Derbyshire, England, UK"
6193,Leonardo DiCaprio,Male,1974-11-11,"Los Angeles, California, USA"
31,Tom Hanks,Male,1956-07-09,"Concord, California, USA"
4690,Christopher Walken,Male,1943-03-31,"Queens, New York USA"
8349,Martin Sheen,Male,1940-08-03,"Dayton, Ohio, USA"
136761,Nathalie Baye,Female,1948-07-06,"Mainneville, Eure, France"
45982,Alberto Sordi,Male,1920-06-15,"Rome, Lazio, Italy"
4962,Paolo Stoppa,Male,1906-06-06,"Rome, Italy"
24608,Flavio Bucci,Male,1947-05-25,"Turin, Italy"
24597,Marc Porel,Male,1949-01-03,"Lausanne, Switzerland"
226029,Giorgio Gobbi,Male,1957-09-27,"Rome, Lazio, Italy"
10538,Vivien Leigh,Female,1913-11-05,"Darjeeling, Bengal Presidency, British India [now West Bengal, India]"
11492,Clark Gable,Male,1901-02-01,"Cadiz, Ohio, USA"
8725,Olivia de Havilland,Female,1916-07-01,"Tokyo, Japan"
11493,Leslie Howard,Male,1893-04-03,"Forest Hill, London, England, UK"
11498,Hattie McDaniel,Female,1895-06-10,"Wichita, Kansas, USA"
62,Bruce Willis,Male,1955-03-19,"Idar-Oberstein, Germany"
3051,Toni Collette,Female,1972-11-01,"Sydney, New South Wales, Australia"
11616,Olivia Williams,Female,1968-07-26,"Camden Town, London, England, UK"
9640,Haley Joel Osment,Male,1988-04-10,"Los Angeles, California, USA"
2680,Donnie Wahlberg,Male,1969-08-17,"Dorchester, Boston, Massachusetts, USA"
2638,Cary Grant,Male,1904-01-18,"Horfield, Bristol, England, UK"
4111,Ingrid Bergman,Female,1915-08-29,"Stockholm, Sweden"
4113,Claude Rains,Male,1889-11-10,"Clapham, London, England, UK"
4343,Louis Calhern,Male,1895-02-19,"Brooklyn [now in New York City], New York, USA"
2176,Tommy Lee Jones,Male,1946-09-15,"San Saba, Texas, USA"
3810,Javier Bardem,Male,1969-03-01,"Las Palmas de Gran Canaria, Gran Canaria, Canary Islands, Spain"
16851,Josh Brolin,Male,1968-02-12,Los Angeles - California - USA
57755,Woody Harrelson,Male,1961-07-23,"Midland, Texas, USA"
9015,Kelly Macdonald,Female,1976-02-23,"Glasgow, Scotland, UK"
42802,Salman Khan,Male,1965-12-27,"Indore, Madhya Pradesh, India"
37233,Kareena Kapoor Khan,Female,1980-09-21,"Mumbai, Maharashtra, India"
85047,Nawazuddin Siddiqui,Male,1974-05-19,"Budhana, Uttar Pradesh, India"
2491,Carole Lombard,Female,1908-10-06,"Fort Wayne, Indiana, USA"
2493,Robert Stack,Male,1919-01-13,"Los Angeles, California, USA"
2494,Felix Bressart,Male,1892-03-02,"Eydtkuhnen, East Prussia, Germany [now Chernyshevskoe, Russia]"
2495,Lionel Atwill,Male,1885-03-01,"Croydon, London, England, UK"
5788,James Cagney,Male,1899-07-17,"New York City, New York, USA"
13579,Virginia Mayo,Female,1920-11-30,"St. Louis, Missouri, U.S."
8254,Edmond O'Brien,Male,1915-09-10,"New York City, New York, USA"
78791,Margaret Wycherly,Female,1881-10-26,"London, England, UK"
93210,Domhnall Gleeson,Male,1983-05-12,"Dublin, Ireland"
53714,Rachel McAdams,Female,1978-11-17,"London, Ontario, Canada"
2440,Bill Nighy,Male,1949-12-12,"Surrey, England, UK"
1095524,Lydia Wilson,Female,1984-01-01,"Queen's Park, London"
30083,Lindsay Duncan,Female,1950-11-07,"Edinburgh, Scotland, UK"
73421,Joaquin Phoenix,Male,1974-10-28,"San Juan, Puerto Rico"
1245,Scarlett Johansson,Female,1984-11-22,"New York City, New York, USA"
9273,Amy Adams,Female,1974-08-20,"Vicenza, Veneto, Italy"
108916,Rooney Mara,Female,1985-04-17,"Bedford, New York, USA"
59315,Olivia Wilde,Female,1984-03-10,"New York City, New York, USA"
2888,Will Smith,Male,1968-09-25,"Philadelphia, Pennsylvania, U.S.A."
120724,Jaden Smith,Male,1998-07-08,"Los Angeles, California, USA"
9030,Thandie Newton,Female,1972-11-06,"London, England, UK"
14852,James Karen,Male,1923-11-28,"Wilkes Barre, Pennsylvania, USA"
592370,Rodrigo Pandolfo,Male,1984-07-24,"Três de Maio, Rio Grande do Sul, Brazil"
557414,Herson Capri,Male,1952-11-08,"Ponta Grossa, Paraná, Brazil"
567575,Alexandra Richter,Female,1967-06-05,"Rio de Janeiro, Rio de Janeiro, Brazil"
10,Bob Peterson,Male,1961-01-18,"Wooster, Ohio, USA"
10205,Sigourney Weaver,Female,1949-10-08,"Manhattan, New York City, New York, USA"
2712,Michael Biehn,Male,1956-07-31,"Anniston, Alabama, USA"
2714,Lance Henriksen,Male,1940-05-05,"New York City, New York, USA"
10206,Carrie Henn,Female,1976-05-07,"Panama City, Florida, USA"
2461,Mel Gibson,Male,1956-01-03,"Peekskill, New York, USA"
2462,Catherine McCormack,Female,1972-01-01,"Alton, Hampshire, England, UK"
1957,Sophie Marceau,Female,1966-11-17,Paris - France
2463,Patrick McGoohan,Male,1928-03-19,"New York City, New York, USA"
2464,Angus Macfadyen,Male,1963-09-21,"Glasgow, Scotland, UK"
55125,Juan Ferrara,Male,1943-10-08,"Ciudad de México, México"
70131,Tatsuya Nakadai,Male,1932-12-13,"Tokyo, Japan"
70626,Tsutomu Yamazaki,Male,1936-12-02,"Matsudo, Chiba Prefecture, Japan"
70133,Jinpachi Nezu,Male,1947-12-01,"Yamanashi, Japan"
7453,Takashi Shimura,Male,1905-03-12,"Ikuno, Hyogo, Japan"
71027,Kenichi Hagiwara,Male,1950-07-25,"Omiya, Saitama, Japan"
3,Harrison Ford,Male,1942-07-13,"Chicago, Illinois, USA"
650,Karen Allen,Female,1951-10-05,"Carrollton, Illinois, USA"
652,Paul Freeman,Male,1943-01-18,"Hertfordshire, England, UK"
655,John Rhys-Davies,Male,1944-05-05,"Ammanford, Wales, UK"
653,Ronald Lacey,Male,1935-09-28,"Harrow, Greater London, England, United Kingdom"
1168935,Sara Takatsuki,Female,1997-08-10,"Kanagawa, Japan"
1039305,Kasumi Arimura,Female,1993-02-13,"Itami, Hyogo Prefecture, Japan"
27776,Nanako Matsushima,Female,1973-10-13,"Yokohama, Kanagawa, Japan"
4990,Susumu Terajima,Male,1963-11-12,"Tokyo, Japan"
72606,Toshie Negishi,Female,1954-02-03,"Tokyo, Japan"
21702,Ming-Na Wen,Female,1963-11-20,"Coloane Island, Macau"
